,소속회사명,소속회사명,동일인과의 관계,동일인과의 관계,동일인과의 관계,성명,보통주,보통주,우선주,우선주,합계,합계
,소속회사명,소속회사명.1,동일인과의 관계,동일인과의 관계.1,동일인과의 관계.2,성명,주식수,지분율,주식수,지분율,주식수,지분율
0,비금융회사,(주)대한항공,동일인측,동일인,동일인,-,-,-,-,-,-,-
1,비금융회사,(주)대한항공,동일인측,친족,배우자/혈족1촌,조양호,14130,0.01,26698,2.40,40828,0.04
2,비금융회사,(주)대한항공,동일인측,친족,혈족2~4촌,-,-,-,-,-,-,-
3,비금융회사,(주)대한항공,동일인측,친족,혈족5~6촌,김종대,409,0.00,1,-,410,0.00
4,비금융회사,(주)대한항공,동일인측,친족,혈족5~6촌,박동화,2,0.00,-,-,2,0.00
5,비금융회사,(주)대한항공,동일인측,친족,혈족5~6촌,최일환,2,0.00,-,-,2,0.00
6,비금융회사,(주)대한항공,동일인측,친족,인척 4촌 이내,-,-,-,-,-,-,-
7,비금융회사,(주)대한항공,동일인측,친족,친족 합계,/,14543,0.02,26699,2.40,41242,0.04
8,비금융회사,(주)대한항공,동일인측,비영리법인,비영리법인,정석인하학원,2593934,2.73,6932,0.62,2600866,2.71
9,비금융회사,(주)대한항공,동일인측,비영리법인,비영리법인,정석물류학술재단,400150,0.42,-,-,400150,0.42
10,비금융회사,(주)대한항공,동일인측,비영리법인,비영리법인,일우재단,191325,0.20,-,-,191325,0.20
11,비금융회사,(주)대한항공,동일인측,등기된 임원,등기된 임원,우기홍,70,0.00,-,-,70,0.00
12,비금융회사,(주)대한항공,동일인측,등기된 임원,등기된 임원,이수근,30,0.00,-,-,30,0.00
13,비금융회사,(주)대한항공,동일인측,등기된 임원,등기된 임원,정성환,1186,0.00,-,-,1186,0.00
14,비금융회사,(주)대한항공,동일인측,등기된 임원,등기된 임원,곽주호,428,0.00,-,-,428,0.00
15,비금융회사,(주)대한항공,동일인측,등기된 임원,등기된 임원,강영식,514,0.00,-,-,514,0.00
16,비금융회사,(주)대한항공,동일인측,등기된 임원,등기된 임원,최정호,4000,0.00,-,-,4000,0.00
17,비금융회사,(주)대한항공,동일인측,등기된 임원,등기된 임원,권오준,2000,0.00,-,-,2000,0.00
18,비금융회사,(주)대한항공,동일인측,등기된 임원,등기된 임원,유종석,247,0.00,-,-,247,0.00
19,비금융회사,(주)대한항공,동일인측,등기된 임원,등기된 임원,정세화,1251,0.00,-,-,1251,0.00
